feature,importance
PS4_range,0.0006537843534974229
PS2_mid50_range,0.0006472905379920988
CP_last25_max,0.0006454159056002294
SE_late_mean_shift,0.0006395018102553881
PS1_slope,0.0006293145414910252
TS1_first25_range,0.0006238670616717115
TS2_first25_slope,0.0006222053439170102
VS1_first,0.0006101988519953633
TS2_late_mean_shift,0.0006090050082525395
PS2_last25_std,0.0006033980067813627
FS1_last10_slope,0.0006004688588375165
CP_first25_mean,0.0005910839438204192
VS1_first25_mean,0.0005822525090917256
CP_last10_min,0.0005776835243544069
PS2_late_mean_shift,0.000575525029588129
PS2_last,0.0005748003194570511
PS6_mid50_std,0.0005724640052830122
TS4_last10_slope,0.0005683605875160759
PS1_last,0.0005633197493987086
VS1_std,0.0005574228274670656
PS3_last10_max,0.0005447607807757572
PS1_mid50_range,0.000543771415599403
VS1_last10_max,0.0005430616970055536
VS1_late_instability_shift,0.0005425902425067562
PS3_mid50_slope,0.0005422750276576129
PS1_first25_mean,0.0005414525224599789
PS1_first,0.0005405541566364978
PS1_last25_slope,0.000536309965743469
PS4_first25_range,0.0005351710246367927
TS1_range,0.0005336066097400361
VS1_last,0.0005311224865354371
FS2_mid50_range,0.000528632920249057
TS2_slope,0.00052766497169234
CP_last10_max,0.0005273391473436037
PS6_first25_std,0.0005226857138957995
CP_first25_min,0.0005139880107434797
SE_first25_slope,0.0005107967558512951
FS2_first25_std,0.0005045930112178112
TS2_cv,0.0005017802389732135
VS1_first25_max,0.000500990208515673
TS1_mid50_std,0.0004942805955040312
EPS1_std,0.0004928516029383136
PS4_max,0.0004925422057286813
TS2_range,0.00047851536500973397
TS1_mid50_range,0.00047636562988835157
PS5_first25_std,0.0004723864867421561
PS5_last10_std,0.00047185975346849575
VS1_first25_std,0.00046864814072797886
TS1_std,0.0004668496597325025
PS5_std,0.0004643382346341882
SE_slope,0.00045904240167033035
PS4_std,0.0004495843958307384
PS2_last25_slope,0.00044772943184404653
EPS1_mid50_std,0.00044581624564037325
PS6_last25_range,0.0004456361591144906
VS1_cv,0.00043733638752022877
